,PDB_IDs,0,1,2,3
0,10gs,-6.000000000000104,18.8771951,3.460862300000082,-6.197810300000041
1,11gs,-6.000000000000104,28.424452500000207,5.9146668000001075,-3.0255227000000704
2,13gs,-6.000000000000104,15.624737400000143,-7.508606799999914,0.14852110000009944
3,16pk,14.000000000000181,145.00533029999994,-44.226565300000416,-55.71564380000008
4,184l,9.000000000000012,-2.058124199999982,8.937095099999915,-38.606827599999896
5,185l,9.000000000000012,-3.876104700000071,8.263031800000022,-39.21474960000003
6,186l,9.000000000000012,-2.7302799000000046,12.329151000000033,-37.654009699999925
7,187l,9.000000000000012,-4.108633600000075,11.684094999999994,-40.72017960000004
8,188l,9.000000000000012,-2.4872284000000464,12.660742899999928,-39.15168389999998
9,1a07,7.999999999999943,-9.36050970000004,-147.95098599999955,-26.33578080000006
10,1a08,3.9999999999999907,31.812795300000083,-68.97578290000013,-22.922449900000036
11,1a09,6.999999999999963,-26.25132120000001,-142.30158960000028,-11.598658300000052
12,1a0q,4.9999999999999165,3.042618600000011,-80.04092609999995,303.5089591000004
13,1a0t,-30.0000000000002,116.74120379999977,-20.609549699999967,472.1262562999994
14,1a1b,6.999999999999956,-23.590644299999948,-149.22586069999997,-20.81603279999964
15,1a1c,6.999999999999956,-25.674820599999997,-140.13936090000016,-12.040440799999987
16,1a1e,6.999999999999956,-29.575428200000015,-140.98494770000025,-10.727053599999996
17,1a28,3.0000000000000684,105.42670689999973,-101.52926549999945,18.430483199999298
18,1a2c,-3.000000000000054,132.5796875999998,-1.4876509999999676,21.561964500000236
19,1a30,8.000000000000021,-22.336040399999938,16.77727640000021,33.37483920000011
20,1a37,-8.000000000000187,-0.46897049999982077,59.85832029999984,-1.1417009000000837
21,1a3e,-6.041694922132024e-14,97.84014679999974,43.94288360000004,11.338292500000225
22,1a42,-1.9999999999999676,55.57417269999988,-19.26671120000004,38.92488110000012
23,1a46,-6.041694922132024e-14,140.4916215999999,32.31825639999992,30.653981100000372
24,1a4g,0.999599999999728,27.988915599999977,-35.80098949999994,116.64046029999982
25,1a4h,-9.000000000000034,-45.237488199999916,-12.845545999999974,-63.09777129999987
26,1a4k,17.000000000000107,118.01597690000003,-31.786280500000633,-77.75388310000034
27,1a4q,2.9995999999995657,24.8249236999998,-16.922547500000086,99.1400609999999
28,1a4r,-2.4091839634365897e-14,-39.046757000000376,-12.286987699999651,0.7255928000001208
29,1a4w,-1.0000000000000242,119.13129610000006,62.9329758999999,24.438014199999934
30,1a50,-11.000000000000206,-63.70018399999851,53.19354179999988,-100.31050320000037
31,1a52,-12.00000000000004,-17.74389899999979,104.1672775000001,-2.0686876000001058
32,1a5g,-1.000000000000025,141.6375051999999,49.244425199999895,12.496094399999823
33,1a5h,-6.000000000000228,31.438344500000294,-4.1147615000001405,11.860148600000269
34,1a5v,7.999999999999961,30.92753779999993,41.90240009999996,20.606434300000085
35,1a61,-1.000000000000025,136.96521519999996,41.18873520000003,16.780805000000004
36,1a69,-13.999999999999957,55.95267969999981,16.71112219999975,32.92739609999974
37,1a7c,-1.0000000000000902,-75.764382,176.93535570000031,43.886311099999844
38,1a7t,-21.0,-92.26753270000079,-93.44005999999995,-175.77730629999988
39,1a7x,1.9999999999999527,3.1710160000000056,-5.265340699999902,-34.072839200000196
40,1a85,-12.000000000000023,-53.30570130000005,8.199803599999802,5.8841964000001035
41,1a86,-12.000000000000023,-52.37393399999997,10.469864499999954,8.178400200000072
42,1a8i,0.9995999999999293,-51.87942730000005,-19.982114999999524,106.73188170000036
43,1a8t,-17.000399999999836,52.352265800000126,35.266719100000095,241.42417719999935
44,1a94,6.9999999999998135,-11.031894200000115,-6.130965199999904,9.888343200000183
45,1a9m,4.99999999999995,-33.56955439999989,29.10958570000008,-25.636549500000047
46,1a9q,-4.999999999999992,21.338153699999996,-28.18325760000019,-71.165327
47,1a9u,-9.000000000000101,-84.5433180000002,179.54819769999975,-92.49738079999999
48,1aaq,4.99999999999995,33.90734279999987,-62.20403630000023,-1.7472287000001194
49,1abf,0.9999999999999662,41.787836799999894,-26.86669469999993,19.885266900000012
50,1abt,4.000000000000007,-11.811808300000006,8.771297199999976,21.363435600000013
51,1acj,-2.0000000000001195,56.40530889999969,75.41788119999977,-385.68473210000064
52,1ad8,-7.729233919562262e-14,125.12145339999996,35.84180929999982,27.689613600000232
53,1add,-9.000000000000151,-50.88169630000017,60.92597040000018,-112.3649324999998
54,1adl,2.0000000000000147,-22.49310000000004,10.555667600000033,5.409382699999995
55,1af6,-48.000000000000945,142.57469499999908,-85.46913520000034,-294.71311319999995
56,1afk,11.999999999999982,28.045470100000333,52.08748039999969,97.3632074000005
57,1afl,10.000000000000004,27.132300400000076,71.32733799999994,97.42437729999956
58,1ag9,-45.00000000000016,-28.551253699999915,22.103803999999947,-54.33676840000031
59,1agm,-23.000400000000152,129.65930940000032,-70.87577080000015,42.080057799999985
60,1agw,-1.999999999999974,-39.62960520000003,-129.41497120000065,17.768651399999982
61,1aht,-1.000000000000058,147.11460799999995,9.774956300000216,21.04115250000008
62,1ahx,-12.999999999999856,-20.075372000000094,-10.562635999998612,23.90775169999989
63,1ahy,-12.999999999999856,-23.676221199999674,-9.137714899999546,4.842641199999988
64,1ai4,-0.9999999999999862,-89.99713849999995,-26.250548000000357,76.50046129999988
65,1ai5,-3.0003999999999005,-76.41952890000022,-1.542907500000247,96.85606899999989
66,1ai6,-1.9999999999999023,-78.58562740000005,-39.79215289999971,95.87297159999996
67,1ai7,-1.9999999999999813,-101.6285836999999,-8.015619500000051,109.4934660000005
68,1aid,6.999999999999906,-15.416429000000134,-22.733109100000036,-0.6169491999998828
69,1aj6,-7.000000000000151,35.172752400000185,-23.292706599999963,-113.76206450000032
70,1aj7,2.999999999999948,5.923375199999846,14.759241500000115,78.1530246
71,1ajn,-1.9999999999998952,-87.30121500000013,3.060412299999987,107.08553639999984
72,1ajp,-1.9999999999999876,-99.62980910000033,-19.97185420000043,91.80110600000006
73,1ajq,-1.9999999999999876,-103.35698040000047,-8.6491795000004,84.83769199999992
74,1ajv,6.999999999999924,-13.169114299999967,0.18067730000003923,9.293356999999958
75,1ajx,6.999999999999924,-18.632305499999976,-2.8591938999999806,11.008142100000047
76,1akq,-17.99999999999991,14.678961400000082,-32.89511059999993,27.003809700000243
77,1akr,-18.999999999999925,44.6144907999999,-49.00777540000002,-65.8109625999999
78,1akt,-18.999999999999925,35.9047756,-54.798590299999915,-71.34226400000016
79,1aku,-17.99999999999991,-24.42960539999998,-25.99792639999998,-32.825790400000265
80,1akv,-17.99999999999991,26.134704300000188,46.789928800000006,-30.30612130000005
81,1akw,-18.999999999999925,46.61326929999993,-50.38887519999992,-67.71616330000016
82,1al7,2.999999999999918,-79.88754080000025,-15.189011000000017,-36.83578359999985
83,1al8,3.9999999999998956,-30.137792299999933,84.10949560000019,-38.10810149999971
84,1alw,-12.000000000000062,-60.99560470000005,-64.97836460000012,-1.0003086000001584
85,1amk,4.999999999999895,-31.650404400000006,2.681661600000078,6.3281294000000115
86,1amn,-2.000000000000124,53.53571230000019,56.510799800000385,-353.9964891999991
87,1amw,-8.00000000000004,-37.1309893,7.3324636999998845,-63.78230480000005
88,1anf,-7.000000000000125,31.133221000000034,67.34710509999984,-33.056414299999936
89,1ao8,-5.000000000000018,25.54925729999981,12.694127199999976,42.777801899999936
90,1apb,1.9999999999999112,26.15723699999969,-11.735758700000215,11.956732999999927
91,1aq1,3.9999999999999756,-65.68192220000005,-31.41175299999987,-40.300884499999995
92,1aq7,7.999999999999936,11.483460599999978,64.68825430000015,-8.175196300000053
